Message,Category,Priority
Ang daming sira sa MRT at LRT,Noise,None
Dapat maintenance ang unahin,Noise,None
Ang daming colorum na sasakyan,Noise,None
Dapat hulihin ang mga violators,Noise,None
Ang daming kamote riders sa daan,Noise,None
Dapat maghigpit sa pagkuha ng lisensya,Noise,None
Ang daming aksidente sa kalsada,Noise,None
Dapat magkaroon ng road safety education,Noise,None
Ang dumi ng hangin sa metro manila,Noise,None
Dapat ipagbawal ang mga sasakyang maitim ang usok,Noise,None
Ang daming puno na pinuputol,Noise,None
Dapat magtanim tayo ng maraming puno,Noise,None
Ang init na ng panahon dahil sa climate change,Noise,None
Dapat alagaan natin ang kalikasan,Noise,None
Ang daming plastik sa dagat,Noise,None
Dapat i-ban na ang single use plastic,Noise,None
Ang daming hayop na nauubos na,Noise,None
Dapat protektahan ang wildlife,Noise,None
Ang daming mining na sumisira sa bundok,Noise,None
Dapat itigil ang illegal mining,Noise,None
Ang daming logging na walang permit,Noise,None
Dapat hulihin ang mga illegal loggers,Noise,None
Ang daming mangingisda na nawawalan ng hanapbuhay,Noise,None
Dapat suportahan ang agrikultura,Noise,None
She's a 10 but she likes pineapple on pizza,Noise,None
Skibidi toilet rizz ohio gyatt,Noise,None
Mama mo green,Noise,None
Edi wow ikaw na magaling,Noise,None
Sana all may jowa,Noise,None
Hakdog hotdog cheesedog,Noise,None
Awit sa inyo lods,Noise,None
Sheesh ang angas naman,Noise,None
For real no cap fr fr,Noise,None
Main character energy ang peg,Noise,None
Dasurv mo yan girl,Noise,None
Yarn yarn yarn,Noise,None
Omsim barabida,Noise,None
Korique ka dyan mars,Noise,None
Anyare sa earth,Noise,None
Charot lang to naman,Noise,None
Eme eme lang yan,Noise,None
Bawian mo na lang sa next life,Noise,None
Shot puno na yan,Noise,None
Inom na tayo guys,Noise,None
Tagay pa more,Noise,None
Walang uuwi hanggat walang tumba,Noise,None
Penge naman ng pulutan,Noise,None
Karaoke na tayo my way,Noise,None
Narda lipad darna,Noise,None
Buwan ng wika ngayon,Noise,None
Lupang hinirang bayang magiliw,Noise,None
Bahay kubo kahit munti,Noise,None
Pen pen de sarapen,Noise,None
Tong tong tong pakitong kitong,Noise,None
Leron leron sinta buko ng papaya,Noise,None
Sitsiritsit alibangbang,Noise,None
Ako ay may lobo lumipad sa langit,Noise,None
May tatlong bibe akong nakita,Noise,None
Tatlong oso sa iisang bahay,Noise,None
Baby shark doo doo doo doo,Noise,None
Let it go let it go,Noise,None
Do you want to build a snowman,Noise,None
Into the unknown,Noise,None
We dont talk about bruno,Noise,None
Surface pressure jessica darrow,Noise,None
Waiting on a miracle,Noise,None
What else can i do,Noise,None
The family madrigal,Noise,None
All of you encanto,Noise,None
Dos oruguitas sebastian yatra,Noise,None
Colombia mi encanto,Noise,None
You're welcome moana,Noise,None
How far ill go,Noise,None
Shiny tamatoa,Noise,None
I am moana song of the ancestors,Noise,None
Where you are moana,Noise,None
Know who you are,Noise,None
We know the way,Noise,None
An innocent warrior,Noise,None
Logo te pate,Noise,None
Tulou tagaloa,Noise,None
Hakuna matata lion king,Noise,None
Circle of life,Noise,None
Can you feel the love tonight,Noise,None
I just cant wait to be king,Noise,None
Be prepared scar,Noise,None
Remember who you are,Noise,None
He lives in you,Noise,None
Endless night,Noise,None
Shadowland,Noise,None
One of us,Noise,None
My lullaby zira,Noise,None
Love will find a way,Noise,None
We are one,Noise,None
Upendi rafiki,Noise,None
Not one of us,Noise,None
A whole new world aladdin,Noise,None
Friend like me genie,Noise,None
Prince ali,Noise,None
One jump ahead,Noise,None
Arabian nights,Noise,None
Speechless naomi scott,Noise,None
Part of your world little mermaid,Noise,None
Under the sea sebastian,Noise,None
Kiss the girl,Noise,None
Poor unfortunate souls ursula,Noise,None
Les poissons chef louis,Noise,None
Beauty and the beast,Noise,None
Be our guest lumiere,Noise,None
Gaston song,Noise,None
Something there,Noise,None
Belle little town,Noise,None
The mob song,Noise,None
Evermore dan stevens,Noise,None
How does a moment last forever,Noise,None
Days in the sun,Noise,None
Colors of the wind pocahontas,Noise,None
Just around the riverbend,Noise,None
Savages ratcliffe,Noise,None
Mine mine mine,Noise,None
If i never knew you,Noise,None
Reflection mulan,Noise,None
Ill make a man out of you,Noise,None
Honor to us all,Noise,None
A girl worth fighting for,Noise,None
Go the distance hercules,Noise,None
